transaction_id,user_id,Amount,Timestamp,FraudStatus,RiskScore,Location
txn_4176fcb2e8,user_33d6aa45,225.59,2025-03-01T05:58:42.640005,Legitimate,3,"Luismouth, GU 29277"
txn_48d0e23090,user_1effbdca,3533.12,2025-03-04T11:49:07.924388,Fraudulent,73,"New Teresafurt, NC 91392"
txn_e0c5481551,user_62c89539,1256.47,2025-03-03T23:36:21.215657,Fraudulent,98,"West Johnburgh, VT"
txn_35d166e7ea,user_f8723205,119.31,2025-03-07T01:46:28.626502,Legitimate,20,"East Hayleyville, MI 27908"
txn_7c25f07b0d,user_d56717a1,144.64,2025-03-10T03:56:30.696172,Legitimate,25,"Wallaceland, VT 02896"
txn_28ff187c4c,user_2107010c,800.11,2025-03-11T13:07:32.583997,Legitimate,15,"Manuelhaven, GA 07899"
txn_85963895d5,user_2107010c,661.79,2025-03-08T00:15:45.824939,Legitimate,64,"Manuelhaven, GA 07899"
txn_4974fe6b49,user_dc1f0afd,328.18,2025-03-11T04:28:37.384120,Legitimate,13,"Lake Pamelaborough, OH 68469"
txn_3b985d3c7a,user_cd5ef941,328.18,2025-03-06T09:30:32.488648,Legitimate,32,"Port Stephaniefort, ND 32161"
txn_7be1bed92a,user_2f2a43ac,155.95,2025-03-01T21:02:35.375961,Legitimate,21,"Rachelfort, RI 87928"
txn_a5726ad1e1,user_18478c65,209.53,2025-03-14T10:45:05.427757,Legitimate,27,"North Andrew, KY 42634"
txn_39fad8a376,user_f4c8a439,161.19,2025-03-08T23:27:54.992790,Legitimate,12,APO AA 51513
txn_910f60184d,user_39307a8d,75.29,2025-03-12T15:07:57.759634,Legitimate,52,"Garciamouth, PA 61347"
txn_8412a1b3f0,user_a640ea69,212.58,2025-03-11T19:11:40.917649,Legitimate,58,"Coltonbury, IN 31534"
txn_6cd40cff86,user_35533990,875.88,2025-03-01T07:43:13.248258,Legitimate,46,"Lake Cindyburgh, WI 52110"
txn_91d4adc5cd,user_4420a8bc,447.91,2025-03-06T22:41:15.620790,Legitimate,65,"Port Ginastad, MH 93559"
txn_7f5fc16395,user_f4c8a439,178.88,2025-03-09T15:23:08.575343,Legitimate,43,APO AA 51513
txn_370df6969a,user_0ee95223,749.07,2025-03-02T02:02:17.595891,Legitimate,23,"Sharonstad, AK 09917"
txn_0e8f9f597f,user_dc1f0afd,461.54,2025-03-04T17:46:21.128253,Legitimate,13,"Lake Pamelaborough, OH 68469"
txn_6191ac2120,user_f4c8a439,337.83,2025-03-02T12:13:25.256999,Legitimate,65,APO AA 51513
txn_d5ccc8521c,user_cd5ef941,817.9,2025-03-04T16:35:33.428523,Legitimate,59,"Port Stephaniefort, ND 32161"
txn_ac617cec4f,user_dc1f0afd,1337.73,2025-03-06T02:50:22.870544,Fraudulent,70,"Lake Pamelaborough, OH 68469"
txn_d99772e7c1,user_773ddb25,502.15,2025-03-09T22:43:51.206259,Legitimate,37,"Bellville, IN 50909"
txn_2db63457f9,user_e81a635b,90.15,2025-03-05T17:29:22.989443,Legitimate,42,"Donaldmouth, LA 64407"
txn_a9f9876e7c,user_af91ffbf,252.52,2025-03-12T09:23:02.950985,Legitimate,67,"Cohenstad, AK 32066"
txn_756e5e1d15,user_a7341d7d,198.88,2025-03-13T20:31:39.294071,Legitimate,51,"Kentside, FL 58210"
txn_d19b007e62,user_2e7182e2,28.12,2025-03-01T20:03:05.990770,Legitimate,60,"North Deanna, AZ 67301"
txn_dc5368bd19,user_db5646e6,102.83,2025-03-13T02:31:41.647980,Legitimate,18,"East Teresa, ID 86783"
txn_b8f095b4ec,user_dfde6d9b,115.77,2025-03-11T09:14:02.742860,Legitimate,26,"New Brianbury, CA 61081"
txn_9c1fdd916d,user_40903e99,47.33,2025-03-06T12:36:56.560072,Legitimate,10,"Fullermouth, KY 61682"
txn_4ac3f72090,user_db5646e6,98.93,2025-03-07T14:34:25.335660,Legitimate,63,"East Teresa, ID 86783"
txn_feb86afb96,user_4420a8bc,468.5,2025-03-04T02:06:55.726248,Legitimate,52,"Port Ginastad, MH 93559"
txn_8c82607fef,user_39307a8d,4077.36,2025-03-01T20:56:10.949356,Fraudulent,97,"North Susanfort, ID"
txn_e48bb3c484,user_1effbdca,2994.71,2025-03-07T12:21:45.346973,Fraudulent,98,"Rubenport, IL"
txn_fd61885bd3,user_ee31df6d,112.54,2025-03-07T15:11:55.689555,Legitimate,40,FPO AA 83595
txn_fd4491a5d2,user_776707b1,254.89,2025-03-14T08:14:22.857890,Legitimate,34,"Erintown, PR 51966"
txn_bcb44130de,user_4f9219f6,423.02,2025-03-13T16:13:03.657205,Legitimate,58,"Melissaview, WA 08917"
txn_4674e94f85,user_9837e59c,52.49,2025-03-01T21:44:38.891058,Legitimate,16,"Adamside, NE 97474"
txn_d2ff20b7ff,user_291acdd5,577.97,2025-03-07T02:19:40.499146,Legitimate,34,"Ricardoburgh, MS 83469"
txn_5ef7954d10,user_3ebe5bf9,662.9,2025-03-08T04:39:52.720128,Legitimate,27,"Christopherview, MN 44761"
txn_f8292608b8,user_6cde2d2f,347.8,2025-03-04T14:52:46.464188,Legitimate,10,"West Stevenbury, MP 35335"
txn_2e4809cea1,user_d8f80281,199.18,2025-03-13T19:32:26.099173,Legitimate,65,"Robinsonton, NV 28691"
txn_419320a5bd,user_2fa53826,84.15,2025-03-07T19:13:10.973392,Legitimate,39,"Abigailfort, WI 98619"
txn_8390ac6db1,user_5d478820,97.54,2025-03-05T03:53:35.212373,Legitimate,65,FPO AP 24527
txn_a1f32fcb18,user_c1227da3,294.94,2025-03-03T20:30:51.640634,Legitimate,0,"West Michael, PW 83267"
txn_0571640e43,user_d8f80281,1195.21,2025-03-01T14:02:42.694408,Fraudulent,70,"Robinsonton, NV 28691"
txn_df10824bd2,user_e200ac49,749.29,2025-03-14T02:13:01.632044,Legitimate,69,APO AE 21272
txn_b776564798,user_9e277382,27.21,2025-03-11T01:54:33.583989,Legitimate,64,"East Tonyfurt, CT 77118"
txn_671a752d38,user_a7341d7d,160.47,2025-03-01T04:21:04.528696,Legitimate,39,"Kentside, FL 58210"
txn_22b930200b,user_70394c3a,928.27,2025-03-07T18:45:33.917854,Legitimate,36,"South Donnashire, NV 66426"
txn_a77e3c7189,user_5fab2704,764.37,2025-03-04T07:42:00.384360,Legitimate,23,"Cynthiamouth, WA 80057"
txn_34ecdfc309,user_db5646e6,93.26,2025-03-03T00:30:02.028048,Legitimate,47,"East Teresa, ID 86783"
txn_9edda1a6ae,user_3ebe5bf9,680.03,2025-03-09T23:18:38.018554,Legitimate,59,"Christopherview, MN 44761"
txn_57f71e3dfd,user_db5646e6,139.21,2025-03-07T14:38:05.707934,Legitimate,60,"East Teresa, ID 86783"
txn_3c4ecfde8a,user_6e547863,196.83,2025-03-09T00:50:38.961031,Legitimate,8,"Lake Samantha, VI 29865"
txn_77d9564438,user_f4abe7ac,14.26,2025-03-08T02:43:37.665067,Legitimate,38,"Gregoryberg, MT 68801"
txn_2c3d37d031,user_a640ea69,174.61,2025-03-05T20:12:45.661878,Legitimate,8,"Coltonbury, IN 31534"
txn_25622a61e5,user_39307a8d,43.83,2025-03-10T22:24:42.388100,Legitimate,28,"Garciamouth, PA 61347"
txn_415f0ec51b,user_c947ef51,329.17,2025-03-12T13:19:43.672675,Legitimate,56,"Nicolehaven, WV 24378"
txn_a5941e4a4b,user_a640ea69,2957.53,2025-03-04T23:53:15.116035,Fraudulent,92,"Port Christopher, DC"
txn_82a1f649f6,user_b9127240,294.3,2025-03-12T01:34:32.762532,Legitimate,64,"Taylorton, WI 98162"
txn_7f21461227,user_d56717a1,80.49,2025-03-07T15:20:54.361612,Legitimate,59,"Wallaceland, VT 02896"
txn_805eaf7de1,user_4f9219f6,498.71,2025-03-12T10:40:57.809908,Legitimate,7,"Melissaview, WA 08917"
txn_88aba3278d,user_776707b1,548.65,2025-03-01T04:18:23.389695,Legitimate,56,"Erintown, PR 51966"
txn_02e99ac0b8,user_4b6ab3b0,157.57,2025-03-12T10:53:26.962454,Legitimate,18,"Mendezview, MP 66586"
txn_f01e084fe2,user_d9dff529,270.47,2025-03-04T22:53:10.968486,Legitimate,38,"Smithmouth, FM 43101"
txn_e6fcf93395,user_7eb94c7f,151.93,2025-03-04T13:07:13.803538,Legitimate,22,"South Stephanie, IL 40903"
txn_bc84fdd5de,user_221d3802,651.69,2025-03-03T19:47:19.346578,Legitimate,24,"South Jaimehaven, MH 03716"
txn_6a95ec3c8e,user_7eb94c7f,4617.45,2025-03-04T20:13:52.362264,Fraudulent,83,"North Juliaport, PR"
txn_f72d3e4436,user_c71ff956,582.66,2025-03-04T14:56:35.225276,Legitimate,63,"Mitchellton, NE 39399"
txn_19795abd2d,user_c56bf3e8,373.63,2025-03-08T21:20:05.297495,Legitimate,4,"Perezfort, MS 04591"
txn_d0ed6ce188,user_d8f80281,1607.28,2025-03-01T16:06:41.824701,Fraudulent,76,"Robinsonton, NV 28691"
txn_e7e2ffca8b,user_18478c65,516.24,2025-03-08T16:45:17.054621,Legitimate,37,"North Andrew, KY 42634"
txn_99d8927896,user_0591101e,341.93,2025-03-04T04:10:00.257642,Legitimate,43,"Coreyside, OK 70131"
txn_e4a0c7c127,user_5fab2704,907.31,2025-03-09T19:25:52.933410,Legitimate,19,"Cynthiamouth, WA 80057"
txn_0a0183ad48,user_3f19585a,262.6,2025-03-12T17:22:45.867595,Legitimate,66,"East Jon, MO 39029"
txn_abf619ee51,user_bcfc3c6e,345.9,2025-03-14T16:00:53.316893,Legitimate,13,"Randolphville, MT 47354"
txn_0485af9823,user_e40188ff,734.02,2025-03-04T12:43:24.287843,Legitimate,5,"Dakotafort, WV 22923"
txn_50969439b6,user_0ee95223,884.81,2025-03-11T07:21:15.935956,Legitimate,52,"Sharonstad, AK 09917"
txn_cc380d8da1,user_5fab2704,358.01,2025-03-08T23:58:49.314107,Legitimate,35,"Cynthiamouth, WA 80057"
txn_6dfc27d905,user_d8f80281,697.67,2025-03-11T01:14:41.682842,Legitimate,32,"Robinsonton, NV 28691"
txn_096df7f7c6,user_db5646e6,40.14,2025-03-01T04:58:14.116009,Legitimate,28,"East Teresa, ID 86783"
txn_9d0cec64b6,user_dc1f0afd,484.15,2025-03-05T13:48:14.155624,Legitimate,29,"Lake Pamelaborough, OH 68469"
txn_bac702ea63,user_0c9ba5cc,589.64,2025-03-14T14:57:44.180690,Legitimate,62,"West Elizabethside, MT 33435"
txn_1313e998d7,user_d8f80281,662.24,2025-03-10T16:20:32.513759,Legitimate,33,"Robinsonton, NV 28691"
txn_7d9a4edd20,user_295abf0c,496.98,2025-03-02T08:06:27.188129,Legitimate,22,"Jennifermouth, KS 19080"
txn_749f7fb94b,user_1effbdca,147.12,2025-03-14T04:35:16.855878,Legitimate,10,"New Teresafurt, NC 91392"
txn_9a7207c1e4,user_6aed1b5e,210.38,2025-03-04T18:23:45.748791,Legitimate,22,DPO AA 47396
txn_a75efdbac5,user_221d3802,695.69,2025-03-06T17:53:12.450590,Legitimate,67,"South Jaimehaven, MH 03716"
txn_1d08695958,user_33d6aa45,202.83,2025-03-03T01:51:45.684361,Legitimate,34,"Luismouth, GU 29277"
txn_a83e0bacb1,user_189bf4db,3475.02,2025-03-13T12:55:53.387579,Fraudulent,91,"Roachbury, VA"
txn_d4c3614210,user_3574f86d,112.92,2025-03-14T19:23:44.441585,Legitimate,29,"West Davidside, TN 62775"
txn_1a66b847d4,user_187e4ced,293.46,2025-03-07T00:50:27.230440,Legitimate,22,"Lake Lisachester, SD 69825"
txn_0f204b6aa3,user_a1ba7f0c,100.6,2025-03-09T11:58:30.350969,Legitimate,58,"North Linda, MT 93425"
txn_6f50b0cf0e,user_97cca8c8,152.56,2025-03-10T02:42:10.014970,Legitimate,31,"Patrickland, AR 16503"
txn_6766add338,user_88f45892,86.22,2025-03-12T03:24:56.745946,Legitimate,50,FPO AA 05737
txn_c910e3bbaf,user_3f19585a,689.76,2025-03-11T03:18:22.349918,Legitimate,19,"East Jon, MO 39029"
txn_ac03c139ff,user_776707b1,420.91,2025-03-03T01:24:16.271787,Legitimate,69,"Erintown, PR 51966"
txn_0349abf305,user_295abf0c,4695.44,2025-03-11T12:14:44.760608,Fraudulent,71,"Gregorybury, AR"
txn_608af51203,user_ac35853f,474.22,2025-03-02T08:08:25.007486,Legitimate,22,"Bradleytown, TN 11602"
txn_1ab42d01d2,user_2f2a43ac,179.45,2025-03-02T13:16:30.239146,Legitimate,25,"Rachelfort, RI 87928"
txn_37ce2d13fe,user_97cca8c8,131.74,2025-03-12T17:35:08.821196,Legitimate,65,"Patrickland, AR 16503"
txn_7b6223554d,user_c947ef51,312.4,2025-03-07T20:35:01.965226,Legitimate,24,"Nicolehaven, WV 24378"
txn_0d607c0542,user_6e547863,173.48,2025-03-06T14:03:14.961069,Legitimate,47,"Lake Samantha, VI 29865"
txn_8527606df4,user_cd5ef941,2839.62,2025-03-14T01:07:22.127959,Fraudulent,83,"Boyerstad, VI"
txn_7b46d9247f,user_af91ffbf,92.45,2025-03-07T10:29:49.315514,Legitimate,35,"Cohenstad, AK 32066"
txn_b51daf44bf,user_1982dae2,428.86,2025-03-12T08:02:05.465034,Legitimate,24,"West Kyle, TN 20314"
txn_c8b63101a1,user_e200ac49,810.75,2025-03-08T20:05:59.850165,Legitimate,47,APO AE 21272
txn_61a538115c,user_1effbdca,216.27,2025-03-08T06:28:54.191840,Legitimate,10,"New Teresafurt, NC 91392"
txn_f2eef40b2c,user_7e98129d,387.19,2025-03-10T14:45:46.551109,Legitimate,30,"Brewerhaven, DC 84558"
txn_22d09fb1f3,user_ac35853f,834.39,2025-03-12T18:55:07.948278,Legitimate,16,"Bradleytown, TN 11602"
txn_bfdfdb7f79,user_065d08cc,161.91,2025-03-04T15:52:52.540272,Legitimate,36,"Lisaville, NH 98755"
txn_199f083208,user_62c89539,327.06,2025-03-10T03:15:32.556267,Legitimate,68,"Jimmymouth, MT 19751"
txn_9effbc9aca,user_221d3802,512.01,2025-03-07T08:02:10.765480,Legitimate,65,"South Jaimehaven, MH 03716"
txn_d520780d69,user_f0de8434,476.01,2025-03-09T05:49:12.612217,Legitimate,61,"Pattersonville, OK 73808"
txn_93504be947,user_4c3ba68e,282.56,2025-03-02T19:35:50.552965,Legitimate,53,"North Michael, IA 10547"
txn_3bb5a290ad,user_2e7182e2,4966.51,2025-03-03T08:40:04.220298,Fraudulent,77,"Whitemouth, NM"
txn_0af0779837,user_18478c65,383.98,2025-03-03T23:52:35.219808,Legitimate,20,"North Andrew, KY 42634"
txn_9c368641de,user_da1b5386,361.69,2025-03-03T06:37:52.278973,Legitimate,19,"Dorseyshire, AS 87290"
txn_974075c1bb,user_295abf0c,748.09,2025-03-13T18:10:29.648514,Legitimate,47,"Jennifermouth, KS 19080"
txn_03216d6c7e,user_da1b5386,155.77,2025-03-07T10:06:40.491859,Legitimate,7,"Dorseyshire, AS 87290"
txn_2b6a22a827,user_851fbd38,96.29,2025-03-08T15:30:33.950791,Legitimate,67,"New Haroldshire, FM 14042"
txn_b781b78337,user_a1ba7f0c,105.06,2025-03-08T09:05:57.991792,Legitimate,25,"North Linda, MT 93425"
txn_daa4ed1455,user_5d478820,135.5,2025-03-11T16:54:10.686948,Legitimate,50,FPO AP 24527
txn_fb640b8643,user_4c3ba68e,214.81,2025-03-01T21:06:36.292969,Legitimate,60,"North Michael, IA 10547"
txn_d7cdd08771,user_a7341d7d,201.34,2025-03-07T06:13:53.274141,Legitimate,45,"Kentside, FL 58210"
txn_2be7c6be41,user_6e547863,92.51,2025-03-08T08:58:29.442504,Legitimate,41,"Lake Samantha, VI 29865"
txn_25e74ae52c,user_6cde2d2f,718.76,2025-03-02T04:24:34.610827,Legitimate,49,"West Stevenbury, MP 35335"
txn_edd152aa63,user_58ab69dc,265.47,2025-03-02T05:01:30.522754,Legitimate,68,"New Jasonberg, SD 21045"
txn_529e5bf86d,user_c947ef51,127.59,2025-03-11T23:54:40.183753,Legitimate,69,"Nicolehaven, WV 24378"
txn_c9ba5e9cda,user_dd305fbb,31.41,2025-03-01T12:17:05.962132,Legitimate,20,"Sparksville, GA 53472"
txn_fe10c7513d,user_bcc942f4,2506.24,2025-03-08T08:42:54.193625,Fraudulent,99,"Shaunmouth, WA 48172"
txn_7bd9b70ca9,user_d56717a1,107.06,2025-03-02T23:37:49.391855,Legitimate,50,"Wallaceland, VT 02896"
txn_4bab4d5891,user_db5646e6,149.3,2025-03-08T11:33:42.407828,Legitimate,56,"East Teresa, ID 86783"
txn_7e7fdc681f,user_d9dff529,554.35,2025-03-03T19:48:11.563157,Legitimate,69,"Smithmouth, FM 43101"
txn_8c3f42e508,user_c947ef51,141.58,2025-03-04T01:35:42.130981,Legitimate,22,"Nicolehaven, WV 24378"
txn_6cf69a1a4b,user_c71ff956,260.11,2025-03-03T19:09:23.455635,Legitimate,54,"Mitchellton, NE 39399"
txn_27f7cd716a,user_b435372d,832.88,2025-03-10T14:10:09.976297,Legitimate,21,"Grantshire, VA 51014"
txn_18ebcb244d,user_291acdd5,281.0,2025-03-05T07:58:45.123022,Legitimate,22,"Ricardoburgh, MS 83469"
txn_e5cfcbc372,user_8e74b703,293.7,2025-03-02T16:15:49.102757,Legitimate,44,"Fowlertown, WV 84569"
txn_250ab6eaff,user_57993fed,50.85,2025-03-07T21:50:00.573176,Legitimate,12,"Simonborough, IA 61419"
txn_e071f75553,user_fb2e6c9d,280.94,2025-03-04T04:11:09.090019,Legitimate,3,"Garciabury, GU 73869"
txn_884ddb0c43,user_8e74b703,190.57,2025-03-03T17:58:44.534128,Legitimate,32,"Fowlertown, WV 84569"
txn_73e1d3cb6f,user_db5646e6,42.66,2025-03-04T01:42:45.428416,Legitimate,1,"East Teresa, ID 86783"
txn_c97e82a503,user_2107010c,279.68,2025-03-14T02:55:11.424019,Legitimate,69,"Manuelhaven, GA 07899"
txn_e46b6ef3eb,user_88f45892,111.41,2025-03-10T03:53:03.114873,Legitimate,45,FPO AA 05737
txn_7fe006dfc0,user_dc1f0afd,4451.3,2025-03-06T03:24:49.658100,Fraudulent,90,"Jaimehaven, NY"
txn_d507ff544d,user_a1ba7f0c,179.67,2025-03-05T08:01:17.048962,Legitimate,63,"North Linda, MT 93425"
txn_880282b58b,user_189bf4db,274.51,2025-03-14T11:39:25.965952,Legitimate,26,"Port Elizabethport, ME 95423"
txn_ab5552cd66,user_ac51c1ad,641.37,2025-03-13T01:10:12.133305,Legitimate,59,"Lake Jamie, NC 12996"
txn_b6ee40508b,user_187e4ced,336.34,2025-03-01T02:44:54.759417,Legitimate,46,"Lake Lisachester, SD 69825"
txn_6ee40db3d3,user_c56bf3e8,192.29,2025-03-07T09:08:50.560721,Legitimate,5,"Perezfort, MS 04591"
txn_c0b3a8ae56,user_4420a8bc,457.44,2025-03-11T18:07:42.261099,Legitimate,13,"Port Ginastad, MH 93559"
txn_a4cff70c70,user_b435372d,695.59,2025-03-07T12:38:55.085711,Legitimate,32,"Grantshire, VA 51014"
txn_196a82a078,user_187e4ced,248.27,2025-03-01T13:29:07.357241,Legitimate,50,"Lake Lisachester, SD 69825"
txn_42a155f5d7,user_a640ea69,408.61,2025-03-08T20:19:39.787822,Legitimate,17,"Coltonbury, IN 31534"
txn_0db1cfb61d,user_db5646e6,99.32,2025-03-10T22:09:05.727852,Legitimate,37,"East Teresa, ID 86783"
txn_2c5f072854,user_bcc942f4,247.69,2025-03-12T17:48:38.345684,Legitimate,40,"Shaunmouth, WA 48172"
txn_ddac533363,user_6e547863,151.62,2025-03-11T04:18:47.748584,Legitimate,22,"Lake Samantha, VI 29865"
txn_d7a83b588a,user_295abf0c,640.6,2025-03-04T22:18:17.493430,Legitimate,25,"Jennifermouth, KS 19080"
txn_a97753edd0,user_2107010c,423.6,2025-03-03T06:10:43.205384,Legitimate,66,"Manuelhaven, GA 07899"
txn_4cce837e97,user_221d3802,319.94,2025-03-07T02:13:56.358305,Legitimate,63,"South Jaimehaven, MH 03716"
txn_715ef1e6cb,user_ac35853f,417.13,2025-03-12T01:44:23.148437,Legitimate,4,"Bradleytown, TN 11602"
txn_2eabca1173,user_dfde6d9b,118.26,2025-03-11T18:35:08.812554,Legitimate,12,"New Brianbury, CA 61081"
txn_01faa75b2a,user_dd305fbb,47.64,2025-03-05T08:14:06.297671,Legitimate,35,"Sparksville, GA 53472"
txn_d45cf2d6f0,user_af91ffbf,280.21,2025-03-01T08:20:00.261217,Legitimate,42,"Cohenstad, AK 32066"
txn_789ab56284,user_187e4ced,143.0,2025-03-10T19:43:05.123905,Legitimate,24,"Lake Lisachester, SD 69825"
txn_62d73bf7a2,user_1982dae2,277.29,2025-03-13T05:59:30.105850,Legitimate,52,"West Kyle, TN 20314"
txn_fea67446f7,user_0591101e,184.3,2025-03-03T11:10:14.371711,Legitimate,52,"Coreyside, OK 70131"
txn_40b9eb2c47,user_6e547863,88.53,2025-03-05T14:09:04.391151,Legitimate,63,"Lake Samantha, VI 29865"
txn_9dfb825aa1,user_8063b83c,228.23,2025-03-03T21:07:42.890277,Legitimate,66,"New Reneetown, IA 59895"
txn_0e246394c3,user_2fa53826,132.82,2025-03-06T08:40:11.112696,Legitimate,19,"Abigailfort, WI 98619"
txn_a837c8c26c,user_bcfc3c6e,505.18,2025-03-01T13:01:34.017050,Legitimate,7,"Randolphville, MT 47354"
txn_33b78ad72c,user_4b6ab3b0,241.41,2025-03-04T22:31:15.672493,Legitimate,62,"Mendezview, MP 66586"
txn_3aaf7774b4,user_af91ffbf,148.33,2025-03-09T07:54:38.465320,Legitimate,18,"Cohenstad, AK 32066"
txn_1a3a634006,user_4f9219f6,411.24,2025-03-01T00:43:33.454376,Legitimate,59,"Melissaview, WA 08917"
txn_b601d4886c,user_6e547863,173.5,2025-03-05T12:27:39.676231,Legitimate,22,"Lake Samantha, VI 29865"
txn_6966d4bb07,user_4420a8bc,187.8,2025-03-14T02:37:02.234637,Legitimate,1,"Port Ginastad, MH 93559"
txn_203a340635,user_065d08cc,132.12,2025-03-11T00:41:47.671492,Legitimate,5,"Lisaville, NH 98755"
txn_f76040819c,user_a640ea69,189.9,2025-03-08T04:13:43.343900,Legitimate,18,"Coltonbury, IN 31534"
txn_07c059ce48,user_d8f80281,443.74,2025-03-08T00:20:16.082401,Legitimate,41,"Robinsonton, NV 28691"
txn_6106d3c450,user_4c3ba68e,154.22,2025-03-03T09:28:29.294634,Legitimate,24,"North Michael, IA 10547"
txn_4f0609648f,user_2107010c,484.4,2025-03-10T09:30:09.564955,Legitimate,52,"Manuelhaven, GA 07899"
txn_206cec25da,user_e81a635b,114.31,2025-03-07T05:48:15.998390,Legitimate,28,"Donaldmouth, LA 64407"
txn_4e7b6f97f8,user_83022634,235.0,2025-03-10T10:27:53.684017,Legitimate,36,"Patriciatown, DC 12334"
txn_63fbf46379,user_39307a8d,135.72,2025-03-06T06:06:15.426233,Legitimate,2,"Garciamouth, PA 61347"
txn_1754938ec8,user_dc1f0afd,589.33,2025-03-01T19:13:24.986891,Legitimate,8,"Lake Pamelaborough, OH 68469"
txn_d4ce2e9591,user_dfde6d9b,97.18,2025-03-10T19:47:59.450653,Legitimate,57,"New Brianbury, CA 61081"
txn_059cee59f9,user_295abf0c,470.9,2025-03-06T19:17:28.231485,Legitimate,3,"Jennifermouth, KS 19080"
txn_7d45ddd104,user_3f19585a,819.68,2025-03-01T14:48:48.434501,Legitimate,27,"East Jon, MO 39029"
txn_fa044a0e8d,user_dda5d572,674.29,2025-03-03T00:50:51.694203,Legitimate,16,"Obrienshire, MD 71296"
txn_eefd258a29,user_f4abe7ac,11.3,2025-03-08T01:14:59.867476,Legitimate,0,"Gregoryberg, MT 68801"
txn_8b5c3cc89f,user_83022634,191.69,2025-03-07T16:13:53.547408,Legitimate,56,"Patriciatown, DC 12334"
txn_eade180e16,user_018e5a70,692.2,2025-03-01T02:11:28.443835,Legitimate,60,"Jeffreyton, OH 50246"
txn_71b30b5d91,user_9cae07e1,57.29,2025-03-03T16:55:21.009278,Legitimate,3,"West Jeffrey, CT 31138"
txn_c21f5a521d,user_7dde70f5,129.79,2025-03-12T03:44:25.334556,Legitimate,5,"Angelaborough, NC 17006"
txn_cfe0977bc3,user_e200ac49,299.27,2025-03-08T02:39:37.832396,Legitimate,0,APO AE 21272
txn_9a7ae96c23,user_97cca8c8,1511.47,2025-03-07T03:04:02.465619,Fraudulent,97,"North Darrenmouth, PW"
txn_17c8fe8086,user_7dde70f5,121.38,2025-03-08T21:40:17.905308,Legitimate,27,"Angelaborough, NC 17006"
txn_8c301fd08b,user_57993fed,121.59,2025-03-08T19:42:22.385785,Legitimate,47,"Simonborough, IA 61419"
txn_747206299a,user_3f19585a,858.43,2025-03-13T22:47:13.549928,Legitimate,68,"East Jon, MO 39029"
txn_316b80dba9,user_2e7182e2,8.84,2025-03-03T21:13:26.652344,Legitimate,67,"North Deanna, AZ 67301"
txn_f99a944a62,user_6cde2d2f,470.31,2025-03-03T00:59:50.669595,Legitimate,23,"West Stevenbury, MP 35335"
txn_376df9c83c,user_0591101e,155.84,2025-03-11T05:12:03.487929,Legitimate,34,"Coreyside, OK 70131"
txn_b22e1f0550,user_c1227da3,153.28,2025-03-07T17:14:49.513081,Legitimate,36,"West Michael, PW 83267"
txn_4b5e702571,user_065d08cc,187.07,2025-03-02T02:20:38.789918,Legitimate,35,"Lisaville, NH 98755"
txn_b466c6e6b7,user_4b6ab3b0,544.26,2025-03-08T12:46:26.068996,Legitimate,19,"Mendezview, MP 66586"
txn_e79d907375,user_0591101e,336.25,2025-03-14T18:13:38.093476,Legitimate,35,"Coreyside, OK 70131"
txn_2d4d9b1df8,user_db5646e6,115.01,2025-03-08T06:04:33.302868,Legitimate,46,"East Teresa, ID 86783"
txn_7f50e7fcc5,user_f2685de0,524.3,2025-03-11T14:15:31.095026,Legitimate,10,"Spearsburgh, KY 17734"
txn_cc0ba07856,user_57993fed,99.04,2025-03-13T16:22:10.632865,Legitimate,30,"Simonborough, IA 61419"
txn_51ec6eef8c,user_f8723205,427.15,2025-03-06T14:18:56.257219,Legitimate,64,"East Hayleyville, MI 27908"
txn_cac5511021,user_2f21a86b,742.59,2025-03-07T04:44:46.879910,Legitimate,61,"Lake Jerryton, TX 90968"
txn_e829f5d97a,user_83022634,170.34,2025-03-05T09:18:25.912282,Legitimate,29,"Patriciatown, DC 12334"
txn_fd6af036ab,user_ac35853f,224.04,2025-03-07T08:44:28.121573,Legitimate,27,"Bradleytown, TN 11602"
txn_b78705bd39,user_9843f207,129.82,2025-03-03T20:18:28.254833,Legitimate,6,"West Michaelfurt, KY 11378"
txn_10ce6318b5,user_b178012e,4519.33,2025-03-02T14:12:34.567733,Fraudulent,98,"Deleonmouth, WI"
txn_86753d43d1,user_d56717a1,91.66,2025-03-06T09:46:33.210510,Legitimate,2,"Wallaceland, VT 02896"
txn_8a04d26f27,user_773ddb25,394.85,2025-03-10T01:46:34.462005,Legitimate,66,"Bellville, IN 50909"
txn_97dda79db3,user_3ebe5bf9,306.6,2025-03-08T15:19:07.911349,Legitimate,44,"Christopherview, MN 44761"
txn_97cf848c14,user_f497f296,216.6,2025-03-13T16:27:15.726729,Legitimate,14,"New Jamesmouth, KY 88140"
txn_91ef1b6954,user_4bbb6878,343.85,2025-03-10T03:07:50.784279,Legitimate,2,"South Becky, GU 25513"
txn_c3c83dc57c,user_08118e89,48.66,2025-03-11T08:32:43.404039,Legitimate,38,"Heathertown, NV 08785"
txn_380fe9395c,user_cd5ef941,919.92,2025-03-09T01:25:26.879696,Legitimate,21,"Port Stephaniefort, ND 32161"
txn_224374968a,user_f2685de0,394.1,2025-03-13T02:22:09.100894,Legitimate,36,"Spearsburgh, KY 17734"
